Species Name,C,O,N,S,MolWeight,Henry,"log10VpSIMPOL, 298K","log10VpSIMPOL, 400K",log10Vp_MC298K,log10Vp_MC400K,alkyl OH,aromatic OH,aldehyde,ketone,acid,ROOH,per acid,ester,alkyl ether,alicyclic ether,aromatic ether,peroxide,nitrate,nitro
C6OH5O,6,2,0,0,117.168,2463.054187,-2.888688029,-0.340165012,-3.190168167,-0.743070256,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CONO3C6OOH,6,6,1,0,193.155,34602076.12,-6.973018105,-3.481293987,-5.875140105,-2.214614085,0,0,0,1,0,1,0,0,1,0,0,0,1,0
LIMCO,10,2,0,0,169.244,1733.102253,-4.717351632,-1.946500885,-4.882605765,-1.681879039,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C621O2,6,6,0,0,177.132,5434782609,-7.650202315,-4.114699431,-7.656656177,-3.10168558,2,0,0,2,0,0,0,0,1,0,0,0,0,0
PETLMUCNO3,9,7,1,0,247.203,6.21E+12,-9.998200594,-5.713829834,-7.709525387,-3.199734905,1,0,1,1,0,0,0,0,1,1,0,0,1,0
CO1M22CHO,5,2,0,0,100.117,9090.909091,-2.919865247,-0.562989641,-2.785052692,-0.503562813,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OCT3ONE,8,1,0,0,128.215,4.901960784,-2.49090436,-0.485049491,-3.421609098,-0.879953842,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C915NO3,9,5,1,0,215.205,4464285.714,-7.148148407,-4.033769648,-6.215600794,-2.410756895,0,0,1,1,0,0,0,0,1,0,0,0,1,0
MVKOHBO,4,4,0,0,119.096,17.09401709,-5.159394521,-2.095470346,-4.834056326,-1.582161118,2,0,0,1,0,0,0,0,0,0,0,0,0,0
C61CPAN,7,8,1,0,235.148,11547344.11,-9.259264114,-5.53509662,-7.759422107,-3.214422152,1,0,0,2,0,0,0,1,1,0,0,0,1,0
CHCLOHCO,3,2,0,0,95.505,21691.97397,-1.190343531,0.799653494,-2.224485259,-0.20854983,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IPGLYOXOH,5,3,0,0,116.116,260416.6667,-1.217145987,0.369814388,-3.809901217,-1.056161179,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HO2C5NO3,5,4,1,0,149.146,44444.44444,-5.355025961,-2.086020546,-3.970923539,-1.191466776,1,0,0,0,0,0,0,0,1,0,0,0,1,0
MIBKCOOHO,6,4,0,0,145.134,505050.5051,-4.761610852,-2.240354825,-5.192928315,-1.806801887,1,0,0,2,0,0,0,0,0,0,0,0,0,0
C7MOHCOCO3,9,6,0,0,215.181,12531328321,-7.325687881,-4.249207177,-8.150663072,-3.394345644,1,0,0,2,0,0,0,1,0,0,0,0,0,0
C63NO32OOH,6,5,1,0,179.172,13210.03963,-6.036556693,-2.531199081,-5.111795201,-1.810551134,0,0,0,0,0,1,0,0,1,0,0,0,1,0
C3MDIALOH,4,3,0,0,102.089,77519.37984,-4.678696452,-1.653154695,-3.556280957,-0.899751436,1,0,2,0,0,0,0,0,0,0,0,0,0,0
METHACET,3,2,0,0,74.079,5.714285714,-0.613655408,0.910841539,-2.114154262,-0.098218832,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C624OOH,6,3,0,0,132.159,1106194.69,-5.437225541,-2.050520066,-4.119455894,-1.241146333,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TM135BPRO2,9,5,0,0,201.198,92592592.59,-5.412541579,-3.313402082,-7.066425667,-2.828868709,1,0,0,0,0,0,0,0,1,0,0,1,0,0
HM33C4NO3,6,4,1,0,163.173,33444.81605,-5.779612085,-2.370975172,-4.348962449,-1.402821869,1,0,0,0,0,0,0,0,1,0,0,0,1,0
NC3OO,3,5,1,0,135.075,NaN,-3.258897794,-1.091086519,-4.021784127,-1.19615909,0,0,0,1,0,0,0,0,1,0,0,0,1,0
CHOCOHCO,3,3,0,0,89.07,1945.525292,-2.934519992,-0.426750601,-3.382790603,-0.782433089,1,0,1,0,0,0,0,0,0,0,0,0,0,0
C919NO3,9,6,1,0,231.204,2840909091,-8.445595213,-4.683713213,-6.959849494,-2.804379036,0,0,2,1,0,0,0,0,1,0,0,0,1,0
EBNZOHNO2,8,3,1,0,167.164,98.03921569,-6.449359303,-3.159833465,-4.353649632,-1.410364427,0,1,0,0,0,0,0,0,0,0,0,0,0,1
HO6C7OOH,7,3,0,0,148.202,729927.0073,-5.75363609,-2.160463227,-4.461513215,-1.439482826,1,0,0,0,0,1,0,0,0,0,0,0,0,0
IC7DCOH,7,4,0,0,160.169,384.6153846,-7.75274323,-3.891783693,-5.457219433,-1.96219273,2,0,1,1,0,0,0,0,0,0,0,0,0,0
C917O2,9,4,0,0,185.199,236406619.4,-4.57926956,-2.510829852,-6.067836249,-2.30358172,0,0,0,2,0,0,0,0,1,0,0,0,0,0
C926OH,9,4,0,0,186.207,89285714.29,-7.354959561,-4.036668172,-6.070193615,-2.305939086,1,0,1,2,0,0,0,0,0,0,0,0,0,0
MBOAOH,5,3,0,0,120.148,89285.71429,-6.830936563,-2.805449746,-3.824725696,-1.070985658,3,0,0,0,0,0,0,0,0,0,0,0,0,0
C4ME2NO3O,6,4,1,0,162.165,33444.81605,-3.596194756,-0.995855492,-4.346271277,-1.400130697,0,0,0,0,0,0,0,0,1,0,0,0,1,0
C148OOH,14,6,0,0,286.324,3300330033,-10.00265999,-5.942053218,-9.580416903,-4.182100556,0,0,1,1,0,1,0,1,0,0,0,0,0,0
NDNIPBZLO,9,11,3,0,336.189,1.42E+14,-11.82102944,-7.595562675,-7.68610765,-3.253486598,1,0,0,0,0,0,0,0,1,0,0,1,1,2
MPHCOME,9,1,0,0,134.178,92.59259259,-3.583501743,-1.266662443,-3.872140465,-1.118670855,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IC7DCO2,7,5,0,0,175.16,91743119.27,-6.274500035,-3.015888939,-6.57372742,-2.548830833,1,0,1,1,0,0,0,0,1,0,0,0,0,0
METLQO,9,4,0,0,183.183,3048.780488,-6.16568833,-3.561736071,-6.063082779,-2.29882825,1,0,0,2,0,0,0,0,0,0,0,0,0,0
C917OH,9,3,0,0,170.208,598802395.2,-6.057512755,-3.386724607,-5.184139119,-1.836364468,1,0,0,2,0,0,0,0,0,0,0,0,0,0
NTLFUO2,5,7,1,0,192.103,4149377.593,-5.081069377,-2.480608702,-6.292251631,-2.42547008,0,0,0,0,0,0,0,1,2,0,0,0,1,0
TLBIPER2OH,7,4,0,0,158.153,485436.8932,-6.041612525,-3.619387583,-5.451718403,-1.9566917,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ACCOMCOMO2,6,6,0,0,175.116,63694267.52,-3.529049327,-1.393342173,-7.651684979,-3.096714382,0,0,0,1,0,0,0,1,1,0,0,0,0,0
HYPERACET,3,3,0,0,90.078,30769.23077,-2.808335675,-0.595619948,-3.387677886,-0.787320372,0,0,0,1,0,1,0,0,0,0,0,0,0,0
C5MO132OH,6,3,0,0,130.143,80000,-5.144739776,-2.231709386,-4.112779964,-1.234470403,1,0,1,1,0,0,0,0,0,0,0,0,0,0
MIPK,5,1,0,0,86.134,11.45475372,-1.217145987,0.369814388,-1.991100433,-0.067864855,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C930OH,9,4,0,0,186.207,48543689320,-7.354959561,-4.036668172,-6.070193615,-2.305939086,1,0,1,2,0,0,0,0,0,0,0,0,0,0
BCALO2,15,5,0,0,285.36,6.49E+11,-9.69333256,-5.587031853,-9.072152247,-3.923024115,1,0,1,1,0,0,0,0,1,0,0,0,0,0
INB1NACO3H,5,10,2,0,256.123,1.16E+12,-10.67520274,-5.789278098,-7.125849397,-2.910615726,1,0,0,0,0,0,1,0,2,0,0,0,2,0
IEACO3H,5,5,0,0,148.114,1607717.042,-5.582133015,-2.324104187,-6.253855261,-2.350422359,1,0,0,0,0,0,1,0,0,1,0,0,0,0
DEMPHOH,11,1,0,0,164.248,751.8796992,-5.611748709,-2.639409665,-4.830192574,-1.648838413,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BCALCO2,15,4,0,0,267.345,3816793.893,-7.618090806,-4.386923637,-8.310331217,-3.521857299,0,0,1,1,0,0,0,0,1,0,0,0,0,0
MEMOXYPAN,3,6,1,0,151.074,102.6694045,-4.209753598,-1.619193547,-4.824123879,-1.627900209,0,0,0,0,0,0,0,1,2,0,0,0,1,0
C918O2,9,4,0,0,185.199,130208333.3,-4.962398485,-2.502184414,-6.067836249,-2.30358172,0,0,1,1,0,0,0,0,1,0,0,0,0,0
C717OH,7,4,0,0,158.153,85470085470,-6.505787312,-3.466758919,-5.451718403,-1.9566917,1,0,1,2,0,0,0,0,0,0,0,0,0,0
MALNHYOHCO,4,5,0,0,130.055,136054.4218,-2.998120722,-1.011856568,-6.182063982,-2.286164854,1,0,0,1,0,0,0,0,0,0,0,0,0,0
C131NO3,13,5,1,0,271.313,2617801.047,-8.46336398,-5.182233592,-7.721193643,-3.22553855,0,0,0,2,0,0,0,0,1,0,0,0,1,0
C41O2,4,5,0,0,135.095,15822784.81,-6.24769758,-2.586049833,-6.198576204,-2.302677077,2,0,1,0,0,0,0,0,1,0,0,0,0,0
BOX2MO2,5,3,0,0,119.14,5347.593583,-1.691032844,0.321459443,-3.821066746,-1.067326708,0,0,0,0,0,0,0,0,2,0,0,0,0,0
BUTDAO,4,2,0,0,87.098,4926.108374,-2.147691355,0.054732776,-2.424834,-0.290712815,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C918OH,9,3,0,0,170.208,330033003.3,-6.44064168,-3.378079168,-5.184139119,-1.836364468,1,0,1,1,0,0,0,0,0,0,0,0,0,0
BCALCOH,15,3,0,0,252.354,16051.36437,-9.096334001,-5.262818392,-7.654269344,-3.17605147,1,0,1,1,0,0,0,0,0,0,0,0,0,0
IC3H7O2,3,2,0,0,75.087,83.33333333,-0.136686461,1.390593622,-2.120023904,-0.104088474,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HC3CCHO,4,2,0,0,86.09,71.94244604,-3.467281691,-0.886716692,-2.419778525,-0.28565734,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CHOC2H4O,3,2,0,0,73.071,303951.3678,-0.751102662,0.94836908,-2.108204201,-0.092268772,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CO25C74O2,7,4,0,0,159.161,25974025.97,-3.707953781,-1.649414697,-5.454477628,-1.959450925,0,0,0,2,0,0,0,0,1,0,0,0,0,0
C920OOH,9,4,0,0,188.223,578034.6821,-7.561413281,-3.971973289,-6.074870303,-2.310615774,1,0,0,1,0,1,0,0,0,0,0,0,0,0
C930O2,9,5,0,0,201.198,19120458891,-5.876716366,-3.160773418,-7.066425667,-2.828868709,0,0,1,2,0,0,0,0,1,0,0,0,0,0
BCALOH,15,4,0,0,270.369,1647446458,-11.17157576,-6.462926607,-8.315216045,-3.526742127,2,0,1,1,0,0,0,0,0,0,0,0,0,0
C928CO2H,10,4,0,0,200.234,1298701299,-7.788673349,-4.366169226,-6.412868402,-2.495633074,0,0,0,2,1,0,0,0,0,0,0,0,0,0
PXNNCATOOH,8,11,2,0,310.171,2.74E+14,-13.90885361,-8.845783638,-8.880035341,-3.843172203,2,0,0,0,0,1,0,0,1,0,0,1,1,1
BCALOO,14,4,0,0,254.326,NaN,-7.316616384,-4.377827527,-7.9134388,-3.309452228,0,0,1,2,0,0,0,0,0,0,0,0,0,0
C1214O2,12,5,0,0,243.279,2.15E+11,-8.419574187,-4.732167973,-8.002240243,-3.345108147,1,0,1,1,0,0,0,0,1,0,0,0,0,0
NMXYQOOH,8,7,1,0,231.16,55865921788,-8.888970871,-5.467815513,-7.345493503,-3.000365312,0,0,0,2,0,1,0,0,1,0,0,0,1,0
CO2N3CHO,4,5,1,0,147.086,8130081.301,-5.003074255,-2.317490613,-4.371383266,-1.39205474,0,0,1,1,0,0,0,0,1,0,0,0,1,0
C107OH,10,3,0,0,184.235,58139.53488,-6.865227804,-3.663033795,-5.576746674,-2.052841296,1,0,1,1,0,0,0,0,0,0,0,0,0,0
MXCTEC1OOH,8,3,0,0,154.165,3125000,-6.778352273,-3.319889374,-4.799272211,-1.619592773,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CO35C5CHO,6,3,0,0,128.127,4149377.593,-3.897783859,-1.806684613,-4.105999808,-1.227690246,0,0,1,2,0,0,0,0,0,0,0,0,0,0
OET1OOH,9,2,0,0,152.193,245.0980392,-5.087402269,-1.851911126,-4.435599283,-1.431984899,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MC6CO2OH,7,3,0,0,142.154,128040.9731,-5.677501476,-2.691675478,-4.443418235,-1.421387846,1,0,1,1,0,0,0,0,0,0,0,0,0,0
C813O,8,5,0,0,189.187,83333333333,-4.674321689,-1.860169171,-6.805604287,-2.683146427,1,0,0,1,0,0,0,0,0,0,0,0,0,0
NLMKAOOH,9,6,1,0,233.22,33557046.98,-8.268920008,-4.627663769,-6.963619942,-2.808149484,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C535O2,5,7,0,0,179.104,4347826087,-6.918119097,-3.168332172,-8.999197769,-3.786477801,1,0,1,0,0,0,1,0,1,0,0,0,0,0
C711O,7,3,0,0,145.178,1138.952164,-4.249735564,-1.575214545,-4.45255996,-1.430529571,1,0,0,1,0,0,0,0,0,0,0,0,0,0
OETLQCO,9,4,0,0,182.175,134408602.2,-7.102149742,-4.511830978,-6.06068639,-2.296431861,1,0,0,3,0,0,0,0,0,0,0,0,0,0
C3M2COCO2H,6,3,0,0,128.127,2433090.024,-5.645171939,-2.44262184,-4.105999808,-1.227690246,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MC6CO2O2,7,4,0,0,157.145,30487804.88,-4.199258281,-1.815780723,-5.448941536,-1.953914833,0,0,1,1,0,0,0,0,1,0,0,0,0,0
BCLKACO,14,4,0,0,252.31,2551020408,-8.253077795,-5.327922433,-7.909982503,-3.305995931,0,0,1,3,0,0,0,0,0,0,0,0,0,0
CO2C3OO,4,3,0,0,102.089,NaN,-2.112150198,-0.286680453,-3.556280957,-0.899751436,0,0,1,1,0,0,0,0,0,0,0,0,0,0
HOIPRCO3H,4,4,0,0,120.104,11185682.33,-4.468768502,-1.442703152,-4.837716622,-1.585821414,1,0,0,0,0,0,1,0,0,0,0,0,0,0
HOCO3C54O,5,3,0,0,117.124,2008.032129,-3.400563316,-1.005305292,-3.813655046,-1.059915008,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BOXEOHANO3,6,5,1,0,179.172,3787878.788,-6.484786219,-2.870200098,-5.111795201,-1.810551134,1,0,0,0,0,0,0,0,2,0,0,0,1,0
NC51O,5,5,1,0,162.121,116279069.8,-4.108070043,-1.660995772,-4.737073424,-1.598721603,0,0,0,1,0,0,0,0,1,0,0,0,1,0
C731CO3,8,5,0,0,187.171,497512437.8,-4.992637777,-2.405475968,-6.800951557,-2.678493697,0,0,1,1,0,0,0,1,0,0,0,0,0,0
C731CO2,8,4,0,0,171.172,1259445844,-3.810494696,-1.426498959,-5.745325209,-2.12282727,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C6135COO,6,4,0,0,143.118,208768267.2,-3.897783859,-1.806684613,-5.186853409,-1.80072698,0,0,1,2,0,0,0,0,0,0,0,0,0,0
C107O2,10,4,0,0,199.226,13850415.51,-5.386984609,-2.78713904,-6.410676595,-2.493441267,0,0,1,1,0,0,0,0,1,0,0,0,0,0
C1214OH,12,4,0,0,228.288,900900.9009,-9.897817382,-5.608062728,-7.143442234,-2.894990842,2,0,1,1,0,0,0,0,0,0,0,0,0,0
C626NO3,6,5,1,0,175.14,4608294.931,-5.852246503,-2.887399866,-5.101910405,-1.800666338,0,0,1,1,0,0,0,0,1,0,0,0,1,0
C144OOH,14,5,0,0,272.341,8.62E+11,-11.00393424,-6.338195889,-8.706272178,-3.727071921,1,0,1,1,0,1,0,0,0,0,0,0,0,0
CO356OCO2,6,6,0,0,175.116,8064516.129,-3.529049327,-1.393342173,-7.651684979,-3.096714382,0,0,0,1,0,0,0,1,1,0,0,0,0,0
HM22C3O,5,2,0,0,103.141,3267.973856,-2.464101904,-0.055210386,-2.797976203,-0.516486323,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRONO3AO,3,4,1,0,120.084,78125,-2.322436383,-0.140991612,-3.222533582,-0.764771278,0,0,0,0,0,0,0,0,1,0,0,0,1,0
CH2BROOH,1,2,0,0,126.937,1272.264631,-1.022702015,0.924384211,-2.282780714,-0.298936216,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HO3C86OOH,8,3,0,0,162.229,552486.1878,-6.178222215,-2.445417854,-4.821414914,-1.641735477,1,0,0,0,0,1,0,0,0,0,0,0,0,0
C145O,14,6,0,0,287.332,29411764706,-11.27817859,-6.845206423,-9.581943146,-4.1836268,2,0,0,3,0,0,0,0,0,0,0,0,0,0
C66O,6,3,0,0,131.151,1512.859304,-3.82514944,-1.290259919,-4.116130757,-1.237821195,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BOX2EOHBO,6,3,0,0,133.167,279329.6089,-3.593862163,-0.839389938,-4.122755767,-1.244446205,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ACETC2PAN,5,7,1,0,193.111,2688.172043,-5.535894794,-2.668854882,-6.294524497,-2.427742945,0,0,0,0,0,0,0,2,1,0,0,0,1,0
C4MCNO3OOH,5,6,1,0,179.128,45871559.63,-6.54843198,-3.196339361,-5.518188537,-2.017072707,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C926O,9,4,0,0,185.199,89285714.29,-5.171542232,-2.661548492,-6.067836249,-2.30358172,0,0,1,2,0,0,0,0,0,0,0,0,0,0
BUTDBNO3,4,4,1,0,133.103,79365.07937,-5.038615411,-1.976077384,-3.589421995,-0.973244373,1,0,0,0,0,0,0,0,1,0,0,0,1,0
IPRHOCO3,4,4,0,0,119.096,2624.671916,-3.221658861,-0.749232768,-4.834056326,-1.582161118,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TMB2FUO,7,4,0,0,159.161,729.9270073,-4.517560765,-1.895602549,-5.454477628,-1.959450925,1,0,0,0,0,0,0,1,0,0,0,0,0,0
C6H5CO3,7,3,0,0,137.114,3636.363636,-2.980011164,-0.725635293,-4.427740951,-1.405710562,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INB2OOH,5,7,1,0,197.143,13106159895,-9.978805227,-4.996483815,-6.303498845,-2.436717294,2,0,0,0,0,1,0,0,1,0,0,0,1,0
DMSO,2,1,0,1,78.136,20161.29032,0.993073798,2.174773174,-0.864143659,0.525789149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C824OOH,8,4,0,0,174.196,127713920.8,-7.605988126,-3.561878786,-5.752930662,-2.130432723,1,0,1,0,0,1,0,0,0,0,0,0,0,0
HO1MC5NO3,6,4,1,0,163.173,33444.81605,-5.779612085,-2.370975172,-4.348962449,-1.402821869,1,0,0,0,0,0,0,0,1,0,0,0,1,0
HEXCOH,6,1,0,0,102.177,56.81818182,-2.888688029,-0.340165012,-2.476283726,-0.350961441,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C1313OOH,13,5,0,0,258.314,6.29E+11,-10.96247704,-6.044595824,-8.349095984,-3.534223805,1,0,2,0,0,1,0,0,0,0,0,0,0,0
MTBEBCO3,5,4,0,0,133.123,4926.108374,-2.168001791,-0.15829264,-4.984290024,-1.682302587,0,0,0,0,0,0,0,1,1,0,0,0,0,0
INB1HPCHO,5,7,1,0,195.127,98039215686,-9.114978234,-4.562813602,-6.299034851,-2.4322533,1,0,1,0,0,1,0,0,1,0,0,0,1,0
CO3C4NO3O,4,5,1,0,148.094,36231.88406,-3.683483919,-1.376041145,-4.374349392,-1.395020866,0,0,0,1,0,0,0,0,1,0,0,0,1,0
CO2N3PAN,4,9,2,0,224.081,4694835.681,-7.756551056,-4.385828314,-6.015793031,-2.317822967,0,0,0,1,0,0,0,1,2,0,0,0,2,0
C2H5CHOOB,3,2,0,0,74.079,NaN,-0.751102662,0.94836908,-2.114154262,-0.098218832,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TM135OXMUC,9,3,0,0,168.192,1102535.832,-5.032034784,-2.482911458,-5.178964485,-1.831189834,0,0,1,1,0,0,0,0,0,1,0,0,0,0
H1C23C4O2,4,5,0,0,133.079,49504950.5,-4.617612737,-2.169670498,-6.192046457,-2.29614733,1,0,0,2,0,0,0,0,1,0,0,0,0,0
C2H5CHOOA,3,2,0,0,74.079,NaN,-0.751102662,0.94836908,-2.114154262,-0.098218832,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C76OOH,7,4,0,0,162.185,271002710,-6.690097502,-3.110558134,-5.462651654,-1.967624951,1,0,0,1,0,1,0,0,0,0,0,0,0,0
BUTAL2O,4,2,0,0,87.098,53.76344086,-1.175688787,0.663414453,-2.424834,-0.290712815,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C52NO33O,5,4,1,0,148.138,44444.44444,-3.171608631,-0.710900865,-3.967978405,-1.188521642,0,0,0,0,0,0,0,0,1,0,0,0,1,0
HCOCH2O2,2,3,0,0,75.043,22471.91011,-1.031690672,0.73409878,-3.327669338,-0.717822218,0,0,1,0,0,0,0,0,1,0,0,0,0,0
T123NNCTO,9,10,2,0,307.191,2.80E+11,-11.8930778,-7.595394676,-8.452942638,-3.62401497,2,0,0,0,0,0,0,0,1,0,0,1,1,1
CH3CCL3,5,0,0,0,133.405,0.234192037,0.993073798,2.174773174,-1.823431258,-0.076056607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C128OOH,12,5,0,0,244.287,1.43E+12,-10.24079404,-5.651792199,-8.004035977,-3.346903881,1,0,1,1,0,1,0,0,0,0,0,0,0,0
HO1MC5O2,6,3,0,0,133.167,970873.7864,-3.593862163,-0.839389938,-4.122755767,-1.244446205,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CL12CO2H,5,2,0,0,142.969,11086.4745,-2.943647655,-0.471297028,-2.939786744,-0.658296865,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HO2C4CO3H,5,4,0,0,134.131,8403361.345,-4.893354627,-1.727657779,-4.987566091,-1.685578654,1,0,0,0,0,0,1,0,0,0,0,0,0,0
HEXCO2,6,2,0,0,117.168,35.58718861,-1.410444834,0.535729742,-3.190168167,-0.743070256,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M3FOOA,5,4,0,0,130.099,NaN,-2.507464643,-0.784174085,-4.974310887,-1.67232345,0,0,0,1,0,0,0,1,0,0,0,0,0,0
C3DIALOOH,3,4,0,0,104.061,24390243.9,-4.511054936,-1.528423977,-4.772490003,-1.522048791,0,0,2,0,0,1,0,0,0,0,0,0,0,0
PHCHOOA,7,2,0,0,122.123,NaN,-3.117458419,-0.688107752,-3.569701059,-0.944835558,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CATECHOL,6,2,0,0,110.112,17152658.66,-5.604354215,-2.967569407,-3.163193801,-0.71609589,0,2,0,0,0,0,0,0,0,0,0,0,0,0
C4M2AL2OH,5,4,0,0,132.115,373.1343284,-7.286699906,-3.313229002,-4.980989057,-1.67900162,2,0,2,0,0,0,0,0,0,0,0,0,0,0
C712OH,7,3,0,0,146.186,4854368.932,-6.433152894,-2.950334225,-4.455564933,-1.433534545,2,0,0,1,0,0,0,0,0,0,0,0,0,0
HO8C9CO3H,10,4,0,0,204.266,2044989.775,-7.016285248,-3.152430911,-6.421526664,-2.504291336,1,0,0,0,0,0,1,0,0,0,0,0,0,0
C3MNO3CO3H,5,6,1,0,179.128,114416.476,-5.600861354,-2.383348258,-5.518188537,-2.017072707,0,0,0,0,0,0,1,0,1,0,0,0,1,0
CYHEXOLAO2,6,3,0,0,131.151,2207505.519,-3.616005693,-1.13089584,-4.116130757,-1.237821195,1,0,0,0,0,0,0,0,1,0,0,0,0,0
HMVKBCO3,5,5,0,0,147.106,22075055188,-4.582706397,-1.984282301,-6.250889537,-2.347456635,1,0,0,1,0,0,0,1,0,0,0,0,0,0
IPRBQO,9,4,0,0,183.183,3048.780488,-6.16568833,-3.561736071,-6.063082779,-2.29882825,1,0,0,2,0,0,0,0,0,0,0,0,0,0
DMEBPROOH,10,5,0,0,216.233,69444444.44,-7.572315507,-4.634475371,-7.360347791,-2.993661475,1,0,0,0,0,1,0,0,0,0,0,1,0,0
CO24C6OOH,6,4,0,0,146.142,34482758.62,-5.01855546,-2.400578733,-5.195934197,-1.809807768,0,0,0,2,0,1,0,0,0,0,0,0,0,0
C712O2,7,4,0,0,161.177,1919385797,-4.954909699,-2.074439471,-5.459944037,-1.964917334,1,0,0,1,0,0,0,0,1,0,0,0,0,0
DIBRETO2,2,2,0,0,218.852,8333.333333,0.287899664,1.675548248,-2.44810967,-0.499289851,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C96CO3,10,4,0,0,199.226,444444.4444,-4.54436322,-2.325441655,-6.410676595,-2.493441267,0,0,0,1,0,0,0,1,0,0,0,0,0,0
H3C25C6CO3,7,6,0,0,189.143,7692307692,-6.368340057,-3.50428646,-7.773710962,-3.175195591,1,0,0,2,0,0,0,1,0,0,0,0,0,0
APINCNO3,10,4,1,0,215.249,23529.41176,-7.608275688,-3.977311045,-5.864832436,-2.232501294,1,0,0,0,0,0,0,0,1,0,0,0,1,0
IPRACNO3,5,5,1,0,163.129,1201.923077,-4.353751713,-1.689877874,-4.739765324,-1.601413503,0,0,0,0,0,0,0,1,1,0,0,0,1,0
MXYLCO2H,8,2,0,0,136.15,8333.333333,-5.734589536,-2.392728486,-3.995776796,-1.184632014,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EIPKAO2,6,3,0,0,131.151,13157.89474,-2.346906245,-0.414365164,-4.116130757,-1.237821195,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ALC4DOLOOH,5,5,0,0,150.13,7194244604,-8.407471507,-3.907123123,-6.259726635,-2.356293733,2,0,1,0,0,1,0,0,0,0,0,0,0,0
C727O,7,3,0,0,143.162,109051.2541,-3.002779647,-1.150189771,-4.446486907,-1.424456519,0,0,0,2,0,0,0,0,0,0,0,0,0,0
BZEMUCCO2H,6,4,0,0,142.11,207468879.7,-6.333950328,-3.039068248,-5.18378379,-1.797657361,0,0,1,0,1,0,0,0,0,1,0,0,0,0
CO2HOC6OOH,6,4,0,0,148.158,359712230.2,-6.265511378,-2.825603507,-5.201884257,-1.815757828,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NOXYQO2,8,7,1,0,230.152,47169811321,-7.153783068,-4.43169685,-7.34359557,-2.998467379,0,0,0,2,0,0,0,0,2,0,0,0,1,0
CO2OH3MCO3,5,5,0,0,147.106,5181347.15,-4.582706397,-1.984282301,-6.250889537,-2.347456635,1,0,0,1,0,0,0,1,0,0,0,0,0,0
C98OOH,9,5,0,0,204.222,3.64E+11,-8.475731162,-4.630562293,-7.072904533,-2.835347574,1,0,0,2,0,1,0,0,0,0,0,0,0,0
C827CO3,9,5,0,0,201.198,680272108.8,-5.034094977,-2.699076033,-7.066425667,-2.828868709,0,0,0,2,0,0,0,1,0,0,0,0,0,0
C43NO34O,4,4,1,0,134.111,58823.52941,-2.747022507,-0.425946239,-3.592698551,-0.976520929,0,0,0,0,0,0,0,0,1,0,0,0,1,0
C730OH,7,4,0,0,162.185,72992700.73,-8.999699147,-4.316808467,-5.462651654,-1.967624951,3,0,1,0,0,0,0,0,0,0,0,0,0,0
OCCOHCOOH,3,4,0,0,106.077,769230.7692,-5.374881929,-1.962094189,-4.780823236,-1.530382024,1,0,1,0,0,1,0,0,0,0,0,0,0,0
DMEBIPNO3,10,6,1,0,245.231,2386634.845,-8.022877626,-5.129941942,-7.32875952,-3.004477322,1,0,0,0,0,0,0,0,1,0,0,1,1,0
